"","year","semi_final","semi_draw_position","final_draw_position","country","artist_name","song_name","language","style","gender","main_singers","final_televote_points","final_jury_points","final_televote_votes","final_jury_votes","final_place"
"243",2016,"1","1","-","Finland","Sandhja","Sing It Away","English","Pop","Female",1,NA,NA,NA,NA,NA
"244",2016,"1","2","-","Greece","Argo","Utopian Land","English, Greek3","Pop","Mix",4,NA,NA,NA,NA,NA
"245",2016,"1","3","-","Moldova","Lidia Isac","Falling Stars","English","Pop","Female",1,NA,NA,NA,NA,NA
"246",2016,"1","4","5","Hungary","Freddie","Pioneer","English","Pop","Male",1,56,52,16,12,19
"247",2016,"1","5","17","Croatia","Nina Kraljic","Lighthouse","English","Pop","Female",1,33,40,5,11,23
"248",2016,"1","6","3","Netherlands","Douwe Bob","Slow Down","English","Pop","Male",1,39,114,8,22,11
"249",2016,"1","7","26","Armenia","Iveta Mukuchyan","LoveWave","English","Pop","Female",1,134,115,21,21,7
"250",2016,"1","8","-","San Marino","Serhat","I Didn't Know","English","Pop","Male",1,NA,NA,NA,NA,NA
"251",2016,"1","9","18","Russia","Sergey Lazarev","You Are the Only One","English","Pop","Male",1,361,130,41,20,3
"252",2016,"1","10","2","Czech Republic","Gabriela Guncikova","I Stand","English","Pop","Female",1,0,41,0,11,25
"253",2016,"1","11","14","Cyprus","Minus One","Alter Ego","English","Rock","Male",1,53,43,11,10,21
"254",2016,"1","12","24","Austria","Zoe","Loin d'ici","French","Pop","Female",1,120,31,27,7,13
"255",2016,"1","13","-","Estonia","Juri Pootsmann","Play","English","Pop","Male",1,NA,NA,NA,NA,NA
"256",2016,"1","14","4","Azerbaijan","Samra","Miracle","English","Pop","Female",1,73,44,13,11,17
"257",2016,"1","15","-","Montenegro","Highway","The Real Thing","English","Pop","Male",1,NA,NA,NA,NA,NA
"258",2016,"1","16","-","Iceland","Greta SalOme","Hear Them Calling","English","Pop","Female",1,NA,NA,NA,NA,NA
"259",2016,"1","17","-","Bosnia and Herzegovina","Dalal & Deen feat. Ana Rucner and Jala","Ljubav je","Bosnian","Pop","Mix",3,NA,NA,NA,NA,NA
"260",2016,"1","18","22","Malta","Ira Losco","Walk on Water","English","Pop","Female",1,16,137,3,23,12
"261",2016,"2","1","20","Latvia","Justs","Heartbeat","English","Pop","Male",1,63,69,13,14,15
"262",2016,"2","2","12","Poland","Michal Szpak","Color of Your Life","English","Pop","Male",1,222,7,35,4,8
"263",2016,"2","3","-","Switzerland","Rykka","The Last of Our Kind","English","Pop","Female",1,NA,NA,NA,NA,NA
"264",2016,"2","4","7","Israel","Hovi Star","Made of Stars","English","Ballad","Male",1,11,124,3,25,14
"265",2016,"2","5","-","Belarus","Ivan","Help You Fly","English","Pop","Male",1,NA,NA,NA,NA,NA
"266",2016,"2","6","15","Serbia","Sanja Vucic ZAA","Goodbye (Shelter)","English","Pop","Female",1,80,35,8,7,18
"267",2016,"2","7","-","Ireland","Nicky Byrne","Sunlight","English","Pop","Male",1,NA,NA,NA,NA,NA
"268",2016,"2","8","-","North Macedonia","Kaliopi","Dona","Macedonian","Ballad","Female",1,NA,NA,NA,NA,NA
"269",2016,"2","9","16","Lithuania","Donny Montell","I've Been Waiting for This Night","English","Ballad","Male",1,96,104,17,22,9
"270",2016,"2","10","13","Australia","Dami Im","Sound of Silence","English","Pop","Female",1,191,320,37,38,2
"271",2016,"2","11","-","Slovenia","ManuElla","Blue and Red","English","Pop","Female",1,NA,NA,NA,NA,NA
"272",2016,"2","12","8","Bulgaria","Poli Genova","If Love Was a Crime","English, Bulgarian","Dance","Female",1,180,127,34,23,4
"273",2016,"2","13","-","Denmark","Lighthouse X","Soldiers of Love","English","Pop","Male",3,NA,NA,NA,NA,NA
"274",2016,"2","14","21","Ukraine","Jamala","1944","English, Crimean Tatar","Pop","Female",1,323,211,40,24,1
"275",2016,"2","15","-","Norway","Agnete","Icebreaker","English","Dance","Female",1,NA,NA,NA,NA,NA
"276",2016,"2","16","23","Georgia","Nika Kocharov & Young Georgian Lolitaz","Midnight Gold","English","Rock","Male",1,24,80,6,12,20
"277",2016,"2","17","-","Albania","Eneda Tarifa","Fairytale","English","Pop","Female",1,NA,NA,NA,NA,NA
"278",2016,"2","18","1","Belgium","Laura Tesoro","What's the Pressure","English","Pop","Female",1,51,130,9,20,10
"279",2016,"-","-","6","Italy","Francesca Michielin","No Degree of Separation","Italian, English","Pop","Female",1,34,90,8,14,16
"280",2016,"-","-","9","Sweden","Frans","If I Were Sorry","English","Pop","Male",1,139,122,29,17,5
"281",2016,"-","-","10","Germany","Jamie-Lee","Ghost","English","Pop","Female",1,10,1,2,1,26
"282",2016,"-","-","11","France","Amir","J'ai cherche","French, English","Pop","Male",1,109,148,26,26,6
"283",2016,"-","-","19","Spain","Barei","Say Yay!","English","Pop","Female",1,10,67,5,15,22
"284",2016,"-","-","25","United Kingdom","Joe and Jake","You're Not Alone","English","Pop","Male",2,8,54,3,10,24
"285",2015,"1","1","-","Moldova","Eduard Romanyuta","I Want Your Love","English","Pop","Male",1,NA,NA,NA,NA,NA
"286",2015,"1","2","6","Armenia","Genealogy","Face the Shadow","English","Pop","Mix",6,15,77,11,4,16
"287",2015,"1","3","13","Belgium","Loic Nottet","Rhythm Inside","English","Pop","Male",1,186,190,37,31,4
"288",2015,"1","4","-","Netherlands","Trijntje Oosterhuis","Walk Along","English","Pop","Female",1,NA,NA,NA,NA,NA
"289",2015,"1","5","-","Finland","Pertti Kurikan Nimipaivat","Aina mun pitaa","Finnish","Rock","Male",1,NA,NA,NA,NA,NA
"290",2015,"1","6","15","Greece","Maria Elena Kyriakou","One Last Breath","English","Ballad","Female",1,29,24,4,5,19
"291",2015,"1","7","4","Estonia","Elina Born & Stig Rasta","Goodbye to Yesterday","English","Pop","Mix",2,53,144,32,16,7
"292",2015,"1","8","-","North Macedonia","Daniel Kajmakoski","Autumn Leaves","English","Pop","Male",1,NA,NA,NA,NA,NA
"293",2015,"1","9","8","Serbia","Bojana Stamenov","Beauty Never Lies","English","Pop","Female",1,12,86,16,4,10
"294",2015,"1","10","22","Hungary","Boggie","Wars for Nothing","English","Pop","Female",1,29,17,4,8,20
"295",2015,"1","11","-","Belarus","Uzari & Maimuna","Time","English","Pop","Male",1,NA,NA,NA,NA,NA
"296",2015,"1","12","25","Russia","Polina Gagarina","A Million Voices","English","Pop","Female",1,234,286,38,32,2
"297",2015,"1","13","-","Denmark","Anti Social Media","The Way You Are","English","Pop","Male",1,NA,NA,NA,NA,NA
"298",2015,"1","14","26","Albania","Elhaida Dani","I'm Alive","English","Pop","Female",1,4,93,12,2,17
"299",2015,"1","15","20","Romania","Voltaj","De la capat","Romanian, English","Pop","Male",1,21,69,12,4,15
"300",2015,"1","16","23","Georgia","Nina Sublatti","Warrior","English","Pop","Female",1,62,51,12,13,11
"301",2015,"2","1","7","Lithuania","Monika Linkyte & Vaidas Baumila","This Time","English","Pop","Mix",2,31,44,6,9,18
"302",2015,"2","2","-","Ireland","Molly Sterling","Playing with Numbers","English","Ballad","Female",1,NA,NA,NA,NA,NA
"303",2015,"2","3","-","San Marino","Anita Simoncini & Michele Perniola","Chain of Lights","English","Pop","Mix",2,NA,NA,NA,NA,NA
"304",2015,"2","4","16","Montenegro","Knez","Adio","Montenegrin","Traditional","Male",1,44,34,5,9,13
"305",2015,"2","5","-","Malta","Amber","Warrior","English","Ballad","Female",1,NA,NA,NA,NA,NA
"306",2015,"2","6","9","Norway","Morland & Debrah Scarlett","A Monster Like Me","English","Ballad","Mix",2,163,37,10,24,8
"307",2015,"2","7","-","Portugal","Leonor Andrade","Ha um mar que nos separa","Portuguese","Ballad","Female",1,NA,NA,NA,NA,NA
"308",2015,"2","8","-","Czech Republic","Marta Jandova & Vaclav Noid Barta","Hope Never Dies","English","Ballad","Mix",2,NA,NA,NA,NA,NA
"309",2015,"2","9","3","Israel","Nadav Guedj","Golden Boy","English","Pop","Male",1,77,102,31,17,9
"310",2015,"2","10","19","Latvia","Aminata","Love Injected","English","Pop","Female",1,249,88,22,35,6
"311",2015,"2","11","24","Azerbaijan","Elnur Huseynov","Hour of the Wolf","English","Ballad","Male",1,40,48,8,8,12
"312",2015,"2","12","-","Iceland","Maria Olafs","Unbroken","English","Pop","Female",1,NA,NA,NA,NA,NA
"313",2015,"2","13","10","Sweden","Mans Zelmerlow","Heroes","English","Pop","Male",1,353,272,38,37,1
"314",2015,"2","14","-","Switzerland","Melanie Rene","Time to Shine","English","Pop","Female",1,NA,NA,NA,NA,NA
"315",2015,"2","15","11","Cyprus","John Karayiannis","One Thing I Should Have Done","English","Ballad","Male",1,63,8,1,15,22
"316",2015,"2","16","1","Slovenia","Maraaya","Here for You","English","Pop","Female",1,36,27,6,10,14
"317",2015,"2","17","18","Poland","Monika Kuszynska","In the Name of Love","English","Ballad","Female",1,2,47,10,1,23
"318",2015,"-","-","2","France","Lisa Angell","N'oubliez pas","French","Ballad","Female",1,24,3,1,8,25
"319",2015,"-","-","5","United Kingdom","Electro Velvet","Still in Love with You","English","Pop","Mix",2,12,4,2,6,24
"320",2015,"-","-","14","Austria","The Makemakes","I Am Yours","English","Ballad","Male",1,40,0,0,12,26
"321",2015,"-","-","17","Germany","Ann Sophie","Black Smoke","English","Pop","Female",1,24,5,2,7,27
"322",2015,"-","-","21","Spain","Edurne","Amanecer","Spanish","Ballad","Female",1,6,26,8,3,21
"323",2015,"-","-","27","Italy","Il Volo","Grande amore","Italian","Ballad","Male",3,171,356,38,27,3
"324",2014,"1","1","7","Armenia","Aram MP3","Not Alone","English","Ballad","Male",1,113,187,26,19,4
"325",2014,"1","2","-","Latvia","Aarzemnieki","Cake to Bake","English","Pop","Male",2,NA,NA,NA,NA,NA
"326",2014,"1","3","-","Estonia","Tanja","Amazing","English","Dance","Female",1,NA,NA,NA,NA,NA
"327",2014,"1","4","13","Sweden","Sanna Nielsen","Undo","English","Ballad","Female",1,199,173,32,25,3
"328",2014,"1","5","4","Iceland","Pollaponk","No Prejudice","English","Rock","Male",3,59,38,9,9,15
"329",2014,"1","6","-","Albania","Hersi","One Night's Anger","English","Ballad","Female",1,NA,NA,NA,NA,NA
"330",2014,"1","7","15","Russia","Tolmachevy Sisters","Shine","English","Pop","Female",2,62,132,18,11,7
"331",2014,"1","8","3","Azerbaijan","Dilara Kazimova","Start a Fire","English","Ballad","Female",1,101,14,3,22,22
"332",2014,"1","9","1","Ukraine","Mariya Yaremchuk","Tick-Tock","English","Pop","Female",1,72,112,19,14,6
"333",2014,"1","10","-","Belgium","Axel Hirsoux","Mother","English","Ballad","Male",1,NA,NA,NA,NA,NA
"334",2014,"1","11","-","Moldova","Cristina Scarlat","Wild Soul","English","Ballad","Female",1,NA,NA,NA,NA,NA
"335",2014,"1","12","25","San Marino","Valentina Monetta","Maybe","English","Ballad","Female",2,16,15,7,3,24
"336",2014,"1","13","-","Portugal","Suzy","Quero ser tua","Portuguese","Pop","Female",1,NA,NA,NA,NA,NA
"337",2014,"1","14","24","Netherlands","The Common Linnets","Calm After the Storm","English","Traditional","Mix",2,NA,NA,NA,NA,2
"338",2014,"1","15","8","Montenegro","Sergej cetkovic","Moj svijet","Montenegrin","Ballad","Male",1,48,27,3,9,19
"339",2014,"1","16","21","Hungary","Andras Kallay-Saunders","Running","English","Pop","Male",1,138,83,21,21,5
"340",2014,"2","1","22","Malta","Firelight","Coming Home","English","Traditional","Mix",2,119,12,4,22,23
"341",2014,"2","2","-","Israel","Mei Finegold","Same Heart","English, Hebrew","Pop","Female",1,NA,NA,NA,NA,NA
"342",2014,"2","3","5","Norway","Carl Espen","Silent Storm","English","Ballad","Male",1,102,39,13,18,8
"343",2014,"2","4","-","Georgia","The Shin and Mariko","Three Minutes to Earth","English","Traditional","Mix",2,NA,NA,NA,NA,NA
"344",2014,"2","5","9","Poland","Donatan & Cleo","My Slowianie – We Are Slavic","Polish, English","Traditional","Female",1,23,162,23,6,14
"345",2014,"2","6","11","Austria","Conchita Wurst","Rise Like a Phoenix","English","Ballad","Male",1,214,306,34,26,1
"346",2014,"2","7","-","Lithuania","Vilija","Attention","English","Pop","Female",1,NA,NA,NA,NA,NA
"347",2014,"2","8","18","Finland","Softengine","Something Better","English","Rock","Male",1,114,36,7,19,11
"348",2014,"2","9","-","Ireland","Can-Linn feat. Kasey Smith","Heartbeat","English","Pop","Female",1,NA,NA,NA,NA,NA
"349",2014,"2","10","2","Belarus","Teo","Cheesecake","English","Pop","Male",1,50,56,10,9,16
"350",2014,"2","11","-","North Macedonia","Tijana","To the Sky","English","Pop","Female",1,NA,NA,NA,NA,NA
"351",2014,"2","12","20","Switzerland","Sebalter","Hunter of Stars","English","Pop","Male",1,26,114,29,5,13
"352",2014,"2","13","10","Greece","Freaky Fortune feat. RiskyKidd","Rise Up","English","Dance","Male",2,45,41,11,11,20
"353",2014,"2","14","17","Slovenia","Tinkara Kovac","Round and Round","English, Slovene","Pop","Female",1,21,15,2,7,25
"354",2014,"2","15","6","Romania","Paula Seling & Ovi","Miracle","English","Dance","Mix",2,51,103,16,9,12
"355",2014,"-","-","12","Germany","Elaiza","Is It Right","English","Traditional","Female",1,56,27,6,12,18
"356",2014,"-","-","14","France","TWIN TWIN","Moustache","French","Dance","Male",1,5,1,1,2,26
"357",2014,"-","-","16","Italy","Emma","La mia citta","Italian","Rock","Female",1,37,22,4,5,21
"358",2014,"-","-","19","Spain","Ruth Lorenzo","Dancing in the Rain","English, Spanish","Ballad","Female",1,83,29,7,21,10
"359",2014,"-","-","23","Denmark","Basim","Cliche Love Song","English","Pop","Male",1,85,42,12,16,9
"360",2014,"-","-","26","United Kingdom","Molly","Children of the Universe","English","Pop","Female",1,49,24,5,12,17
"361",2013,"1","1","-","Austria","Natalia Kelly","Shine","English","Pop","Female",1,NA,NA,NA,NA,NA
"362",2013,"1","2","7","Estonia","Birgit","Et uus saaks alguse","Estonian","Ballad","Female",1,NA,NA,NA,NA,20
"363",2013,"1","3","-","Slovenia","Hannah","Straight Into Love","English","Dance","Female",1,NA,NA,NA,NA,NA
"364",2013,"1","4","-","Croatia","Klapa s Mora","Mizerja","Croatian","Traditional","Male",6,NA,NA,NA,NA,NA
"365",2013,"1","5","18","Denmark","Emmelie de Forest","Only Teardrops","English","Pop","Female",1,NA,NA,NA,NA,1
"366",2013,"1","6","10","Russia","Dina Garipova","What If","English","Ballad","Female",1,NA,NA,NA,NA,5
"367",2013,"1","7","22","Ukraine","Zlata Ognevich","Gravity","English","Pop","Female",1,NA,NA,NA,NA,3
"368",2013,"1","8","13","Netherlands","Anouk","Birds","English","Ballad","Female",1,NA,NA,NA,NA,9
"369",2013,"1","9","-","Montenegro","Who See","Igranka","Montenegrin","Dance","Mix",3,NA,NA,NA,NA,NA
"370",2013,"1","10","2","Lithuania","Andrius Pojavis","Something","English","Dance","Male",1,NA,NA,NA,NA,22
"371",2013,"1","11","8","Belarus","Alyona Lanskaya","Solayoh","English","Dance","Female",1,NA,NA,NA,NA,16
"372",2013,"1","12","3","Moldova","Aliona Moon","O mie","Romanian","Ballad","Female",1,NA,NA,NA,NA,11
"373",2013,"1","13","26","Ireland","Ryan Dolan","Only Love Survives","English","Pop","Male",1,NA,NA,NA,NA,26
"374",2013,"1","14","-","Cyprus","Despina Olympiou","An me thimasai","Greek","Ballad","Female",1,NA,NA,NA,NA,NA
"375",2013,"1","15","6","Belgium","Roberto Bellarosa","Love Kills","English","Pop","Male",1,NA,NA,NA,NA,12
"376",2013,"1","16","-","Serbia","Moje 3","Ljubav je svuda","Serbian","Dance","Female",3,NA,NA,NA,NA,NA
"377",2013,"2","1","-","Latvia","PeR","Here We Go","English","Dance","Male",2,NA,NA,NA,NA,NA
"378",2013,"2","2","-","San Marino","Valentina Monetta","Crisalide (Vola)","Italian","Ballad","Female",1,NA,NA,NA,NA,NA
"379",2013,"2","3","-","North Macedonia","Esma & Lozano","Pred da se razdeni","Macedonian, Romani","Traditional","Mix",2,NA,NA,NA,NA,NA
"380",2013,"2","4","20","Azerbaijan","Farid Mammadov","Hold Me","English","Ballad","Male",1,NA,NA,NA,NA,2
"381",2013,"2","5","4","Finland","Krista Siegfrids","Marry Me","English","Pop","Female",1,NA,NA,NA,NA,24
"382",2013,"2","6","9","Malta","Gianluca","Tomorrow","English","Pop","Male",1,NA,NA,NA,NA,8
"383",2013,"2","7","-","Bulgaria","Elitsa Todorova & Stoyan Yankoulov","Samo shampioni","Bulgarian","Traditional","Mix",2,NA,NA,NA,NA,NA
"384",2013,"2","8","19","Iceland","Eythor Ingi","Eg a lif","Icelandic","Traditional","Male",1,NA,NA,NA,NA,17
"385",2013,"2","9","21","Greece","Koza Mostra feat. Agathon Iakovidis","Alcohol Is Free","Greek1","Traditional","Male",4,NA,NA,NA,NA,6
"386",2013,"2","10","-","Israel","Moran Mazor","Rak Bishvilo","Hebrew","Ballad","Female",1,NA,NA,NA,NA,NA
"387",2013,"2","11","12","Armenia","Dorians","Lonely Planet","English","Rock","Male",1,NA,NA,NA,NA,18
"388",2013,"2","12","17","Hungary","ByeAlex","Kedvesem (Zoohacker Remix)","Hungarian","Pop","Male",1,NA,NA,NA,NA,10
"389",2013,"2","13","24","Norway","Margaret Berger","I Feed You My Love","English","Dance","Female",1,NA,NA,NA,NA,4
"390",2013,"2","14","-","Albania","Adrian Lulgjuraj & Bledar Sejko","Identitet","Albanian","Rock","Male",2,NA,NA,NA,NA,NA
"391",2013,"2","15","25","Georgia","Nodi Tatishvili & Sophie Gelovani","Waterfall","English","Ballad","Mix",2,NA,NA,NA,NA,15
"392",2013,"2","16","-","Switzerland","Takasa","You and Me","English","Pop","Mix",2,NA,NA,NA,NA,NA
"393",2013,"2","17","14","Romania","Cezar","It's My Life","English","Dance","Male",1,NA,NA,NA,NA,13
"394",2013,"-","-","1","France","Amandine Bourgeois","L'enfer et moi","French","Rock","Female",1,NA,NA,NA,NA,23
"395",2013,"-","-","5","Spain","ESDM","Contigo hasta el final","Spanish","Rock","Female",1,NA,NA,NA,NA,25
"396",2013,"-","-","11","Germany","Cascada","Glorious","English","Dance","Female",1,NA,NA,NA,NA,21
"397",2013,"-","-","15","United Kingdom","Bonnie Tyler","Believe in Me","English","Rock","Female",1,NA,NA,NA,NA,19
"398",2013,"-","-","16","Sweden","Robin Stjernberg","You","English","Dance","Male",1,NA,NA,NA,NA,14
"399",2013,"-","-","23","Italy","Marco Mengoni","L'essenziale","Italian","Ballad","Male",1,NA,NA,NA,NA,7
"400",2012,"1","1","-","Montenegro","Rambo Amadeus","Euro Neuro","English","Traditional","Male",1,NA,NA,NA,NA,NA
"401",2012,"1","2","7","Iceland","Greta Salome and Jonsi","Never Forget","English","Ballad","Mix",2,39,53,NA,NA,20
"402",2012,"1","3","16","Greece","Eleftheria Eleftheriou","Aphrodisiac","English","Dance","Female",1,89,60,NA,NA,17
"403",2012,"1","4","-","Latvia","Anmary","Beautiful Song","English","Pop","Female",1,NA,NA,NA,NA,NA
"404",2012,"1","5","3","Albania","Rona Nishliu","Suus3","Albanian","Ballad","Female",1,106,157,NA,NA,5
"405",2012,"1","6","14","Romania","Mandinga","Zaleilah","Spanish, English","Dance","Female",1,117,53,NA,NA,12
"406",2012,"1","7","-","Switzerland","Sinplus","Unbreakable","English","Rock","Male",1,NA,NA,NA,NA,NA
"407",2012,"1","8","-","Belgium","Iris","Would You?","English","Ballad","Female",1,NA,NA,NA,NA,NA
"408",2012,"1","9","-","Finland","Pernilla Karlsson","Nar jag blundar","Swedish","Ballad","Female",1,NA,NA,NA,NA,NA
"409",2012,"1","10","-","Israel","Izabo","Time","English, Hebrew","Pop","Male",1,NA,NA,NA,NA,NA
"410",2012,"1","11","-","San Marino","Valentina Monetta","The Social Network Song (Oh Oh – Uh - Oh Oh)","English","Dance","Female",1,NA,NA,NA,NA,NA
"411",2012,"1","12","8","Cyprus","Ivi Adamou","La La Love","English","Dance","Female",1,63,85,NA,NA,16
"412",2012,"1","13","15","Denmark","Soluna Samay","Should've Known Better","English","Rock","Female",1,18,51,NA,NA,23
"413",2012,"1","14","6","Russia","Buranovskiye Babushki","Party for Everybody","Udmurt, English","Dance","Female",6,332,94,NA,NA,2
"414",2012,"1","15","2","Hungary","Compact Disco","Sound of Our Hearts","English","Pop","Male",1,20,30,NA,NA,24
"415",2012,"1","16","-","Austria","Trackshittaz","Woki mit deim Popo","German5","Dance","Male",2,NA,NA,NA,NA,NA
"416",2012,"1","17","26","Moldova","Pasha Parfeny","Lautar","English6","Pop","Male",1,75,104,NA,NA,11
"417",2012,"1","18","23","Ireland","Jedward","Waterline","English","Dance","Male",2,89,14,NA,NA,19
"418",2012,"2","1","24","Serbia","zeljko Joksimovic","Nije ljubav stvar ","Serbian","Ballad","Male",1,211,173,NA,NA,3
"419",2012,"2","2","22","North Macedonia","Kaliopi","Crno i belo","Macedonian","Rock","Female",1,NA,NA,NA,NA,13
"420",2012,"2","3","-","Netherlands","Joan Franka","You and Me","English","Pop","Female",1,NA,NA,NA,NA,NA
"421",2012,"2","4","21","Malta","Kurt Calleja","This Is the Night","English","Dance","Male",1,10,70,NA,NA,21
"422",2012,"2","5","-","Belarus","Litesound","We Are the Heroes","English","Dance","Male",1,NA,NA,NA,NA,NA
"423",2012,"2","6","-","Portugal","Filipa Sousa","Vida minha","Portuguese","Ballad","Female",1,NA,NA,NA,NA,NA
"424",2012,"2","7","25","Ukraine","Gaitana","Be My Guest","English","Dance","Female",1,37,125,NA,NA,15
"425",2012,"2","8","-","Bulgaria","Sofi Marinova","Love Unlimited","Bulgarian","Dance","Female",1,NA,NA,NA,NA,NA
"426",2012,"2","9","-","Slovenia","Eva Boto","Verjamem","Slovene","Ballad","Female",1,NA,NA,NA,NA,NA
"427",2012,"2","10","-","Croatia","Nina Badric","Nebo","Croatian","Ballad","Female",1,NA,NA,NA,NA,NA
"428",2012,"2","11","17","Sweden","Loreen","Euphoria","English","Dance","Female",1,343,296,NA,NA,1
"429",2012,"2","12","-","Georgia","Anri Jokhadze","I'm a Joker","English, Georgian","Pop","Male",1,NA,NA,NA,NA,NA
"430",2012,"2","13","18","Turkey","Can Bonomo","Love Me Back","English","Traditional","Male",1,176,50,NA,NA,7
"431",2012,"2","14","11","Estonia","Ott Lepland","Kuula","Estonian","Ballad","Male",1,78,152,NA,NA,6
"432",2012,"2","15","-","Slovakia","Max Jason Mai","Don't Close Your Eyes","English","Rock","Male",1,NA,NA,NA,NA,NA
"433",2012,"2","16","12","Norway","Tooji","Stay","English","Dance","Male",1,16,24,NA,NA,26
"434",2012,"2","17","5","Bosnia and Herzegovina","Maya Sar","Korake ti znam","Bosnian","Ballad","Female",1,NA,NA,NA,NA,18
"435",2012,"2","18","4","Lithuania","Donny Montell","Love Is Blind","English","Ballad","Male",1,68,82,NA,NA,14
"436",2012,"-","-","1","United Kingdom","Engelbert Humperdinck","Love Will Set You Free","English","Ballad","Male",1,36,11,NA,NA,25
"437",2012,"-","-","9","France","Anggun","Echo (You and I)","French, English","Pop","Female",1,0,85,NA,NA,22
"438",2012,"-","-","10","Italy","Nina Zilli","L'amore e femmina (Out of Love)","English, Italian","Pop","Female",1,56,157,NA,NA,9
"439",2012,"-","-","13","Azerbaijan","Sabina Babayeva","When the Music Dies","English","Ballad","Female",1,151,118,NA,NA,4
"440",2012,"-","-","19","Spain","Pastora Soler","Quedate conmigo (Stay With Me)","Spanish","Ballad","Female",1,45,154,NA,NA,10
"441",2012,"-","-","20","Germany","Roman Lob","Standing Still","English","Pop","Male",1,125,98,NA,NA,8
"442",2011,"1","1","-","Poland","Magdalena Tul","Jestem","Polish","Pop","Female",1,NA,NA,NA,NA,NA
"443",2011,"1","2","-","Norway","Stella Mwangi","Haba Haba","English, Swahili","Pop","Female",1,NA,NA,NA,NA,NA
"444",2011,"1","3","-","Albania","Aurela Gaçe","Feel the Passion","English","Rock","Female",1,NA,NA,NA,NA,NA
"445",2011,"1","4","-","Armenia","Emmy","Boom Boom","English","Pop","Female",1,NA,NA,NA,NA,NA
"446",2011,"1","5","-","Turkey","Yuksek Sadakat","Live It Up","English","Rock","Male",1,NA,NA,NA,NA,NA
"447",2011,"1","6","24","Serbia","Nina","Caroban","Serbian","Pop","Female",1,89,111,NA,NA,14
"448",2011,"1","7","10","Russia","Alexey Vorobyov","Get You","English, Russian","Pop","Male",1,138,25,NA,NA,16
"449",2011,"1","8","13","Switzerland","Anna Rossinelli","In Love for a While","English","Pop","Female",1,2,53,NA,NA,25
"450",2011,"1","9","25","Georgia","Eldrine","One More Day","English","Rock","Female",1,138,79,NA,NA,9
"451",2011,"1","10","1","Finland","Paradise Oskar","Da Da Dam","English","Pop","Male",1,47,75,NA,NA,21
"452",2011,"1","11","-","Malta","Glen Vella","One Life","English","Pop","Male",1,NA,NA,NA,NA,NA
"453",2011,"1","12","-","San Marino","Senit","Stand By","English","Ballad","Female",1,NA,NA,NA,NA,NA
"454",2011,"1","13","-","Croatia","Daria","Celebrate","English","Dance","Female",1,NA,NA,NA,NA,NA
"455",2011,"1","14","21","Iceland","Sjonni's Friends","Coming Home","English","Pop","Male",6,60,72,NA,NA,20
"456",2011,"1","15","5","Hungary","Kati Wolf","What About My Dreams?","English, Hungarian","Dance","Female",1,64,60,NA,NA,22
"457",2011,"1","16","-","Portugal","Homens da Luta","A luta e alegria","Portuguese","Pop","Mix",6,NA,NA,NA,NA,NA
"458",2011,"1","17","4","Lithuania","Evelina Sasenko","C'est ma vie","English","Ballad","Female",1,55,66,NA,NA,19
"459",2011,"1","18","19","Azerbaijan","Ell & Nikki","Running Scared","English","Ballad","Mix",2,223,182,NA,NA,1
"460",2011,"1","19","9","Greece","Loukas Giorkas feat. Stereo Mike","Watch My Dance","English, Greek","Pop","Male",2,176,84,NA,NA,7
"461",2011,"2","1","2","Bosnia and Herzegovina","Dino Merlin","Love in Rewind","English","Pop","Male",1,NA,NA,NA,NA,6
"462",2011,"2","2","18","Austria","Nadine Beiler","The Secret Is Love","English","Ballad","Female",1,25,145,NA,NA,18
"463",2011,"2","3","-","Netherlands","3JS","Never Alone","English","Ballad","Male",1,NA,NA,NA,NA,NA
"464",2011,"2","4","-","Belgium","Witloof Bay","With Love Baby","English","Pop","Mix",6,NA,NA,NA,NA,NA
"465",2011,"2","5","-","Slovakia","TWiiNS","I'm Still Alive","English","Ballad","Female",2,NA,NA,NA,NA,NA
"466",2011,"2","6","23","Ukraine","Mika Newton","Angel","English","Ballad","Female",1,168,117,NA,NA,4
"467",2011,"2","7","15","Moldova","Zdob si Zdub","So Lucky","English","Rock","Male",1,98,82,NA,NA,12
"468",2011,"2","8","7","Sweden","Eric Saade","Popular","English","Dance","Male",1,221,106,NA,NA,3
"469",2011,"2","9","-","Cyprus","Christos Mylordos","San aggelos s'agapisa","Greek","Pop","Male",4,NA,NA,NA,NA,NA
"470",2011,"2","10","-","Bulgaria","Poli Genova","Na inat","Bulgarian","Rock","Female",1,NA,NA,NA,NA,NA
"471",2011,"2","11","-","North Macedonia","Vlatko Ilievski","Rusinka","Macedonian, English","Pop","Male",1,NA,NA,NA,NA,NA
"472",2011,"2","12","-","Israel","Dana International","Ding Dong","Hebrew, English","Pop","Female",1,NA,NA,NA,NA,NA
"473",2011,"2","13","20","Slovenia","Maja Keuc","No One","English","Ballad","Female",1,39,160,NA,NA,13
"474",2011,"2","14","17","Romania","Hotel FM","Change","English","Pop","Male",1,79,86,NA,NA,17
"475",2011,"2","15","8","Estonia","Getter Jaani","Rockefeller Street","English","Pop","Female",1,32,74,NA,NA,24
"476",2011,"2","16","-","Belarus","Anastasia Vinnikova","I Love Belarus","English","Pop","Female",1,NA,NA,NA,NA,NA
"477",2011,"2","17","-","Latvia","Musiqq","Angel in Disguise","English","Pop","Male",2,NA,NA,NA,NA,NA
